suburb,sale_date,price
Epsom,2024-03-18,907545.39
Manukau,2025-04-08,1101208.28
Ponsonby,2022-07-07,1569484.87
Grey Lynn,2021-08-19,769554.4
Manukau,2022-10-19,869805.71
Albany,2023-10-03,808766.58
Mount Eden,2021-03-02,780629.42
Manukau,2023-02-02,998597.43
Ponsonby,2022-04-30,1106661.46
Ponsonby,2024-04-11,1267523.78
Mount Eden,2025-09-08,1055305.74
Epsom,2026-01-02,1098910.7
Mount Eden,2024-02-07,994515.77
Epsom,2024-03-09,1057936.01
Grey Lynn,2025-12-03,1197801.41
Epsom,2026-01-24,1105361.23
Remuera,2024-02-03,1914868.81
Remuera,2024-07-20,1652052.18
Ponsonby,2025-08-14,1656334.97
Epsom,2021-04-04,940874.3
Grey Lynn,2024-10-28,988533.45
Ponsonby,2021-11-15,1299262.64
Ponsonby,2025-06-20,1448294.49
Mount Eden,2025-07-27,1019082.31
Epsom,2025-01-04,1241214.59
Ponsonby,2024-04-13,1343337.63
Albany,2023-01-03,843877.37
Grey Lynn,2023-09-08,934719.33
Albany,2022-06-11,710308.16
Mount Eden,2022-03-04,957548.23
Manukau,2023-06-10,1018067.92
Albany,2023-08-06,596467.57
Ponsonby,2023-10-20,1415853.3
Epsom,2023-07-29,1009865.6
Grey Lynn,2022-11-10,924226.95
Ponsonby,2022-01-01,1231946.71
Grey Lynn,2023-06-09,1070887.75
Grey Lynn,2022-03-27,913311.22
Ponsonby,2022-10-19,1336493.2
Ponsonby,2026-02-06,1489280.04
Remuera,2025-05-20,1703332.42
Remuera,2022-05-28,1609621.93
Grey Lynn,2024-01-29,1099375.9
Epsom,2024-10-14,1098391.56
Manukau,2022-10-26,897751.26
Manukau,2023-09-25,930099.54
Mount Eden,2024-07-06,1021842.69
Ponsonby,2023-06-18,1217912.61
Remuera,2025-08-24,1812465.24
Manukau,2021-09-21,667837.47
Mount Eden,2022-12-31,1050106.83
Grey Lynn,2023-12-10,814030.91
Mount Eden,2024-08-02,996416.73
Remuera,2021-11-12,1526642.98
Epsom,2022-03-01,937752.81
Remuera,2025-11-27,1935404.73
Mount Eden,2021-08-19,817153.76
Ponsonby,2026-02-15,1310201.5
Remuera,2024-07-30,1642269.97
Remuera,2025-05-20,1575205.39
Ponsonby,2024-01-16,1284591.46
Albany,2025-09-23,843952.83
Grey Lynn,2021-05-04,720859.53
Manukau,2025-08-17,1104041.29
Grey Lynn,2025-04-22,868258.03
Albany,2024-01-06,720792.93
Grey Lynn,2022-09-08,973621.68
Epsom,2021-02-27,815100.62
Albany,2023-05-07,874222.68
Epsom,2025-12-03,1130256.28
Mount Eden,2023-06-11,964768.44
Grey Lynn,2026-01-30,1158603.36
Epsom,2024-03-31,958576.85
Mount Eden,2023-11-12,929986.61
Mount Eden,2024-02-16,992437.94
Albany,2025-08-11,990419.29
Remuera,2022-02-16,1481682.21
Grey Lynn,2021-08-29,704963.7
Grey Lynn,2023-03-26,1086925.74
Grey Lynn,2021-09-24,948716.0
Mount Eden,2022-09-24,1020064.7
Manukau,2023-05-28,1000250.72
Albany,2024-11-30,924249.31
Manukau,2023-04-23,969823.16
Mount Eden,2024-06-18,959677.96
Mount Eden,2025-11-24,1149069.18
Epsom,2024-08-09,1167869.62
Remuera,2023-09-04,1599812.18
Remuera,2024-01-03,1757883.31
Remuera,2021-08-18,1311068.23
Remuera,2021-07-01,1474190.49
Ponsonby,2025-12-26,1450926.49
Mount Eden,2021-10-25,1065954.88
Remuera,2024-02-06,1509914.26
Grey Lynn,2024-11-03,858703.63
Mount Eden,2024-09-24,941636.48
Grey Lynn,2022-06-22,968756.84
Albany,2021-09-22,482887.67
Epsom,2024-11-16,1049441.75
Grey Lynn,2024-12-12,1103745.14
Epsom,2024-06-02,1206999.64
Ponsonby,2022-05-18,1329563.42
Remuera,2021-02-18,1618523.21
Grey Lynn,2022-09-19,967944.32
Remuera,2025-04-22,1693320.52
Ponsonby,2025-10-16,1541339.53
Grey Lynn,2023-07-27,1072841.4
Remuera,2025-03-10,1855612.74
Mount Eden,2024-05-31,1087496.66
Mount Eden,2025-10-04,1051873.27
Mount Eden,2022-05-27,904145.3
Grey Lynn,2022-01-18,780860.91
Manukau,2021-02-19,895914.34
Epsom,2023-04-08,778254.29
Remuera,2022-04-19,1456615.7
Albany,2022-05-31,604186.56
Mount Eden,2022-09-02,968947.03
Epsom,2021-11-09,802002.45
Manukau,2025-01-04,1148262.54
Manukau,2025-05-03,990492.24
Remuera,2022-12-16,1601935.3
Mount Eden,2025-02-05,945757.08
Albany,2024-12-10,720432.53
Ponsonby,2023-03-08,1382289.91
Remuera,2024-02-15,1799769.56
Manukau,2023-05-19,886477.36
Ponsonby,2025-09-17,1317194.75
Ponsonby,2025-11-26,1465456.61
Albany,2025-07-17,978001.74
Grey Lynn,2021-09-28,942821.48
Epsom,2024-07-06,1043917.12
Grey Lynn,2025-01-24,970591.3
Albany,2021-04-29,574313.46
Albany,2023-09-10,879918.68
Grey Lynn,2023-06-27,921899.0
Ponsonby,2026-01-31,1214288.74
Mount Eden,2023-11-13,943386.92
Mount Eden,2025-06-30,998965.27
Epsom,2021-11-02,835434.73
Albany,2025-04-27,862284.23
Mount Eden,2021-09-22,746583.61
Grey Lynn,2025-03-10,944032.24
Grey Lynn,2022-06-15,871253.55
Remuera,2021-12-22,1581375.66
Manukau,2025-11-14,1045015.77
Mount Eden,2023-06-16,993401.24
Grey Lynn,2021-04-29,824530.06
Mount Eden,2021-11-29,846584.94
Remuera,2024-11-06,1702680.79
Remuera,2025-09-01,1593816.89
Albany,2023-01-03,749972.45
Epsom,2021-12-07,835614.63
Mount Eden,2021-04-17,768162.6
Grey Lynn,2021-10-29,1105208.91
Grey Lynn,2022-07-19,828356.64
Remuera,2021-09-13,1544523.95
Manukau,2023-02-14,946094.3
Grey Lynn,2024-09-02,881602.9
Manukau,2025-10-16,1057608.97
Ponsonby,2022-11-22,1335067.11
Ponsonby,2021-07-21,1258904.31
Albany,2022-02-06,523035.31
Grey Lynn,2025-04-22,1067937.75
Grey Lynn,2024-04-13,1003419.63
Ponsonby,2025-08-30,1426534.2
Remuera,2021-04-26,1337865.77
Manukau,2022-06-08,1070885.45
Albany,2023-03-31,716533.95
Manukau,2025-09-24,1083569.5
Ponsonby,2022-10-25,1535344.87
Ponsonby,2026-01-10,1623318.04
Remuera,2026-01-17,1944232.17
Epsom,2025-06-14,1063632.75
Epsom,2025-08-08,975864.94
Mount Eden,2024-03-27,1038291.06
Grey Lynn,2026-01-17,1031547.6
Ponsonby,2023-12-12,1353420.87
Manukau,2021-08-03,794585.77
Mount Eden,2021-10-24,866823.83
Ponsonby,2021-11-06,1315494.36
Albany,2023-03-19,616351.22
Manukau,2025-12-10,864224.84
Manukau,2023-03-13,876561.0
Albany,2025-10-19,878592.39
Albany,2024-04-12,909750.74
Epsom,2024-12-10,841026.99
Albany,2022-08-12,770914.35
Manukau,2021-05-01,756982.56
Mount Eden,2025-03-11,1087843.26
Manukau,2023-07-06,1043942.55
Remuera,2023-04-09,1671621.82
Albany,2022-10-25,616744.1
Epsom,2021-07-10,797712.32
Manukau,2021-08-23,868444.23
Albany,2024-10-13,859802.73
Albany,2024-05-04,871165.52
Ponsonby,2021-10-23,1179644.81
Albany,2022-12-27,841820.09
Albany,2021-12-26,474762.17
Grey Lynn,2025-10-23,1106156.48
Grey Lynn,2021-05-27,923286.1
Mount Eden,2023-11-28,911929.35
Manukau,2024-10-15,1089123.47
Albany,2023-10-25,757936.6
Grey Lynn,2022-04-11,1033325.15
Ponsonby,2022-10-03,1262866.32
Grey Lynn,2025-09-16,978504.03
Manukau,2021-07-07,825310.61
Ponsonby,2024-02-23,1292151.21
Albany,2023-06-10,874292.77
Albany,2023-09-23,568677.97
Albany,2026-02-08,744865.26
Mount Eden,2023-01-06,896865.11
Ponsonby,2024-08-29,1552983.85
Albany,2024-12-29,830079.42
Remuera,2021-10-26,1571535.33
Epsom,2022-07-13,864642.92
Manukau,2025-10-12,1149831.72
Grey Lynn,2021-12-02,752936.14
Manukau,2022-10-28,1038522.07
Albany,2022-04-28,681456.59
Manukau,2024-11-23,920778.87
Remuera,2026-02-05,1832881.99
Epsom,2022-12-17,756854.62
Ponsonby,2023-10-29,1369639.98
Ponsonby,2025-01-04,1369329.96
Albany,2023-11-05,771509.46
Ponsonby,2024-03-20,1513383.38
Albany,2024-02-13,845146.29
Mount Eden,2023-09-02,1112674.43
Mount Eden,2025-06-27,1126796.55
Ponsonby,2024-02-18,1361569.2
Ponsonby,2021-04-23,1342869.37
Ponsonby,2023-06-04,1274755.32
Ponsonby,2025-06-26,1525920.82
Epsom,2023-12-29,1149248.57
Albany,2024-06-14,844282.12
Manukau,2024-05-12,942751.45
Ponsonby,2022-07-03,1359393.56
Albany,2023-11-20,736629.85
Mount Eden,2022-11-25,948152.5
Epsom,2025-02-21,1164397.35
Albany,2023-01-04,884417.95
Grey Lynn,2021-04-18,760281.66
Ponsonby,2024-12-25,1470206.18
Albany,2022-09-25,776650.02
Grey Lynn,2023-06-04,1052468.4
Epsom,2022-05-22,793637.57
Albany,2023-06-08,965076.7
Remuera,2025-03-25,1808096.96
Epsom,2021-06-12,702602.44
Epsom,2024-06-11,1202744.28
Epsom,2021-05-20,728370.51
Epsom,2023-08-26,980982.8
Epsom,2023-06-08,1006517.59
Mount Eden,2024-04-03,1118387.3
Ponsonby,2025-06-28,1473504.24
Grey Lynn,2022-10-02,718343.67
Epsom,2021-06-11,848014.3
Grey Lynn,2025-06-07,1220453.55
Remuera,2025-04-22,1740048.89
Albany,2021-06-04,679925.8
Ponsonby,2022-11-16,1369315.55
Remuera,2024-06-19,1752103.96
Albany,2023-03-27,522845.7
Epsom,2021-11-26,921830.82
Albany,2022-08-17,781714.21
Albany,2023-12-23,931226.23
Albany,2025-11-27,844422.61
Manukau,2023-01-05,1029839.01
Albany,2023-05-09,553347.49
Epsom,2025-08-07,1177597.62
Albany,2024-12-14,807700.98
Epsom,2024-12-19,912742.94
Manukau,2024-09-29,1068441.45
Epsom,2024-04-08,993980.28
Grey Lynn,2023-10-19,1052225.91
Manukau,2021-12-06,901774.5
Manukau,2022-01-08,817778.35
Mount Eden,2024-03-09,967106.19
Ponsonby,2022-05-12,1183802.31
Mount Eden,2025-10-01,1146527.37
Grey Lynn,2025-11-05,1182225.62
Manukau,2021-06-13,839794.64
Manukau,2023-08-27,922740.59
Epsom,2021-10-07,915805.93
Albany,2021-10-22,750547.03
Albany,2022-05-09,659285.94
Manukau,2024-04-30,947528.38
Manukau,2023-11-09,991809.02
Albany,2025-08-08,751720.51
Ponsonby,2025-09-20,1472198.33
Epsom,2025-12-01,1126916.91
Grey Lynn,2025-10-31,1195062.2
Albany,2024-01-13,902383.74
Mount Eden,2021-03-15,847140.78
Remuera,2025-12-18,1818380.88
Ponsonby,2024-11-11,1290116.1
Epsom,2025-12-09,1037192.9
Ponsonby,2021-12-16,1464023.31
Remuera,2022-06-09,1483117.87
Epsom,2023-02-08,873260.22
Ponsonby,2022-10-08,1183604.07
Manukau,2023-11-05,957267.26
Grey Lynn,2025-08-04,1203583.75
Epsom,2023-05-11,978392.74
Remuera,2022-05-25,1596052.07
Albany,2022-05-14,799405.54
Ponsonby,2022-10-29,1475002.95
Epsom,2021-05-18,855344.13
Remuera,2025-03-14,1755039.21
Remuera,2025-10-06,1732248.91
Mount Eden,2022-12-24,996525.97
Remuera,2023-03-16,1814412.48
Grey Lynn,2022-01-17,899580.27
Grey Lynn,2022-04-16,875273.7
Epsom,2021-07-17,701058.63
Remuera,2021-02-25,1389291.28
Remuera,2021-06-11,1342649.75
Grey Lynn,2023-09-07,895539.0
Albany,2022-05-12,709743.88
Mount Eden,2022-06-12,798407.76
Epsom,2022-02-11,766585.37
Remuera,2024-11-07,1651503.67
Grey Lynn,2021-05-09,828659.58
Manukau,2023-09-24,1086183.25
Mount Eden,2022-02-23,983435.2
Remuera,2023-09-14,1654725.96
Grey Lynn,2024-08-30,1084230.21
Ponsonby,2025-09-10,1471829.28
Albany,2021-03-09,557709.1
Manukau,2024-02-27,1012465.71
Ponsonby,2025-06-08,1483897.11
Manukau,2021-03-23,992497.69
Grey Lynn,2024-05-28,1124291.88
Remuera,2025-05-19,1822753.68
Ponsonby,2025-09-29,1409832.8
Mount Eden,2025-04-23,977386.72
Remuera,2022-06-18,1652777.6
Remuera,2025-06-01,1989195.21
Remuera,2023-09-29,1704629.53
Epsom,2021-05-10,927763.4
Grey Lynn,2023-08-03,1000653.24
Manukau,2025-02-09,917147.47
Mount Eden,2025-08-05,1150260.85
Manukau,2021-11-07,933990.12
Grey Lynn,2021-11-27,907423.57
Mount Eden,2023-03-31,906554.57
Mount Eden,2021-10-28,873104.15
Albany,2022-02-08,607174.18
Mount Eden,2021-07-21,962816.67
Albany,2022-03-14,522910.62
Epsom,2023-03-03,982939.66
Manukau,2022-05-24,1019907.53
Manukau,2021-12-02,703425.96
Albany,2025-08-29,861401.08
Ponsonby,2026-01-23,1441723.7
Albany,2026-02-05,770735.21
Manukau,2024-10-28,981048.16
Remuera,2021-11-19,1543532.05
Albany,2021-03-21,628765.55
Ponsonby,2025-11-01,1755533.45
Epsom,2024-02-22,973379.22
Mount Eden,2024-07-18,821214.92
Albany,2025-09-25,959103.64
Ponsonby,2023-03-20,1479870.91
Manukau,2025-09-21,1208684.2
Mount Eden,2021-04-08,862492.47
Manukau,2022-03-22,867405.34
Ponsonby,2024-04-18,1240690.74
Grey Lynn,2022-01-31,947011.79
Mount Eden,2025-11-28,1096196.89
Ponsonby,2021-11-16,1216648.78
Mount Eden,2021-11-07,953078.21
Albany,2024-11-20,709529.62
Remuera,2025-04-05,1704701.12
Albany,2023-03-03,798624.61
Mount Eden,2022-11-14,874354.93
Grey Lynn,2025-09-10,1249075.08
Remuera,2024-05-10,1761650.74
Albany,2022-06-01,888264.66
Ponsonby,2025-08-19,1492859.92
Remuera,2025-09-17,1786076.36
Ponsonby,2023-09-23,1257360.51
Epsom,2022-01-15,1024698.81
Remuera,2025-07-16,1700277.33
Remuera,2022-05-10,1611138.72
Albany,2025-12-04,927573.04
Remuera,2022-11-10,1699676.22
Ponsonby,2023-02-20,1206491.04
Manukau,2025-04-08,1207159.51
Albany,2022-04-17,741578.49
Remuera,2021-11-15,1593119.16
Remuera,2022-12-14,1543002.96
Mount Eden,2024-10-26,1097218.1
Albany,2024-03-17,977563.06
Remuera,2023-07-22,1630836.42
Remuera,2023-07-24,1655484.92
Epsom,2025-10-18,983521.35
Grey Lynn,2023-08-05,870305.39
Mount Eden,2021-06-20,793489.2
Ponsonby,2025-06-23,1613710.71
Mount Eden,2025-08-03,933253.74
Remuera,2021-05-25,1676385.25
Remuera,2021-10-31,1679337.99
Grey Lynn,2024-10-19,1022269.27
Mount Eden,2024-12-15,972034.54
Manukau,2022-01-09,857149.13
Manukau,2022-05-24,965222.86
Manukau,2023-09-20,956694.44
Manukau,2021-06-16,753157.34
Mount Eden,2022-06-25,878652.15
Mount Eden,2025-12-14,996764.64
Epsom,2022-08-15,2750000.0
Albany,2024-10-24,734700.43
Albany,2022-12-29,623782.97
Grey Lynn,2023-07-16,963565.46
Remuera,2023-01-04,1566687.66
Epsom,2026-01-01,1276369.77
Albany,2025-08-20,832066.21
Ponsonby,2022-11-23,1313678.96
Manukau,2024-09-22,924029.99
Ponsonby,2021-10-30,1352491.62
Grey Lynn,2025-10-12,956654.11
Ponsonby,2024-01-05,1262992.69
Manukau,2025-10-06,1131816.36
Grey Lynn,2021-10-26,991086.16
Remuera,2022-12-19,1746335.13
Grey Lynn,2022-06-04,880501.02
Albany,2023-10-06,765158.61
Albany,2022-02-14,468838.93
Manukau,2025-01-05,1043444.3
Mount Eden,2023-05-11,951283.74
Epsom,2023-02-15,960667.3
Ponsonby,2025-07-20,1518985.51
Grey Lynn,2025-03-19,937159.69
Grey Lynn,2024-04-06,1096935.14
Remuera,2022-08-08,1693187.44
Remuera,2021-04-27,1480728.28
Grey Lynn,2024-05-12,1108761.55
Grey Lynn,2021-10-04,902589.79
Grey Lynn,2024-07-31,1182140.12
Epsom,2024-04-07,1028598.0
Grey Lynn,2025-09-05,1118553.47
Ponsonby,2024-12-02,1463525.12
Manukau,2025-05-02,1031438.51
Ponsonby,2022-08-23,1342649.59
Remuera,2023-06-29,1790019.81
Remuera,2022-07-03,1623835.27
Grey Lynn,2025-12-11,1044729.03
Manukau,2025-09-20,1061896.22
Epsom,2023-03-28,850109.61
Grey Lynn,2022-03-04,1002019.66
Mount Eden,2021-08-29,921077.65
Grey Lynn,2024-05-17,998792.77
Mount Eden,2021-07-05,960249.24
Ponsonby,2024-08-04,1370715.58
Mount Eden,2022-06-05,1103588.39
Ponsonby,2022-12-03,1263103.19
Grey Lynn,2025-01-27,809457.14
Manukau,2024-05-20,978025.46
Mount Eden,2022-04-25,651266.5
Remuera,2022-08-28,1604509.17
Remuera,2023-07-12,1730174.5
Grey Lynn,2023-12-30,913126.36
Albany,2023-01-11,796972.75
Manukau,2023-11-28,1220845.6
Albany,2021-06-13,695803.19
Mount Eden,2023-08-21,844167.87
Manukau,2024-04-16,1042084.0
Manukau,2024-04-13,808701.97
Albany,2021-04-08,809515.73
Epsom,2025-01-25,1016942.08
Remuera,2022-08-08,1657525.2
Grey Lynn,2025-10-31,953002.49
Epsom,2023-08-26,1115352.09
Albany,2025-02-25,721011.94
Grey Lynn,2025-08-03,1135047.82
Ponsonby,2022-07-31,1397586.58
Remuera,2025-01-15,1725852.12
Epsom,2023-04-21,1099728.61
Epsom,2023-02-15,956872.48
Remuera,2025-01-22,1829097.47
Ponsonby,2022-03-28,1439771.41
Epsom,2024-10-13,1048011.59
Mount Eden,2022-11-27,905893.32
Grey Lynn,2022-04-14,1042089.61
Mount Eden,2025-04-13,1076033.79
Mount Eden,2023-06-08,840847.43
Epsom,2025-03-13,1099949.03
Remuera,2021-09-01,1620093.18
Ponsonby,2022-08-15,1291702.12
Remuera,2022-09-13,1636489.92
Epsom,2022-12-18,1129484.75
Albany,2024-11-16,762668.32
Ponsonby,2023-03-17,1330732.26
Ponsonby,2025-08-06,1399141.46
Manukau,2026-01-30,1162179.42
Albany,2021-09-15,598268.17
Mount Eden,2024-01-09,884370.1
Mount Eden,2025-05-09,1031271.66
Remuera,2024-10-15,1658847.17
Manukau,2024-10-09,1030402.2
Mount Eden,2025-09-04,1021596.45
Ponsonby,2022-07-06,1419054.56
Grey Lynn,2024-07-25,915338.49
Epsom,2022-02-17,941019.01
Ponsonby,2024-07-15,1437490.23
Ponsonby,2025-07-23,1553127.89
Epsom,2021-05-06,923322.33
Ponsonby,2021-03-03,1344606.29
Mount Eden,2022-09-25,965991.54
Epsom,2025-12-19,1158653.0
Mount Eden,2025-03-18,988799.68
Epsom,2021-04-16,783992.77
Epsom,2022-01-20,858650.45
Mount Eden,2025-04-28,1148406.52
Mount Eden,2023-05-17,859184.31
Ponsonby,2024-05-04,1369185.11
Epsom,2021-10-04,926764.38
Manukau,2025-05-09,1102111.97
Manukau,2023-04-14,957064.66
Manukau,2022-04-18,880903.66
Remuera,2024-09-19,1597880.04
Ponsonby,2025-03-19,1453498.77
Ponsonby,2025-02-16,1425387.46
Albany,2024-05-10,927404.67
Remuera,2023-08-12,1667663.2
Manukau,2025-09-17,935793.88
Epsom,2024-11-16,1040438.88
Ponsonby,2023-06-17,3750000.0
Mount Eden,2022-03-02,952829.43
Ponsonby,2026-01-22,1427966.9
Manukau,2025-04-17,1163615.55
Mount Eden,2023-11-03,996075.44
Grey Lynn,2022-09-19,889519.25
Epsom,2024-12-19,941805.85
Grey Lynn,2024-10-19,844972.39
Grey Lynn,2021-03-03,643345.22
Mount Eden,2023-07-27,933249.4
Remuera,2024-11-24,1789581.54
Ponsonby,2023-08-03,1534756.05
Albany,2023-04-15,620370.18
Remuera,2022-08-09,1577079.33
Albany,2026-02-11,991465.32
Ponsonby,2021-09-07,1261656.98
Ponsonby,2024-08-15,1233335.21
Mount Eden,2023-08-18,1034214.16
Manukau,2021-11-19,832318.84
Manukau,2021-03-18,1031945.61
Remuera,2023-06-16,1801805.47
Ponsonby,2022-09-18,1293281.83
Ponsonby,2022-11-30,1408001.23
Mount Eden,2021-12-08,840879.41
Remuera,2023-11-26,1770027.21
Epsom,2024-01-29,1052156.44
Epsom,2023-01-18,1146770.06
Epsom,2022-06-07,826200.13
Albany,2023-12-17,802803.97
Mount Eden,2023-03-07,1030570.27
Mount Eden,2024-04-04,952022.11
Epsom,2025-01-02,1110956.53
Remuera,2022-07-03,1733686.96
Mount Eden,2025-09-15,1193544.77
Mount Eden,2025-07-29,1132464.45
Grey Lynn,2022-09-11,1207285.7
Manukau,2022-04-15,1010686.46
Albany,2023-05-09,742648.12
Remuera,2024-02-26,1727654.14
Manukau,2025-04-07,1156385.56
Grey Lynn,2023-12-27,1110541.84
Epsom,2024-03-14,1066282.01
Grey Lynn,2025-11-01,1079674.58
Ponsonby,2023-08-12,1255284.39
Ponsonby,2022-05-03,1468824.14
Ponsonby,2021-07-22,1501880.16
Albany,2021-05-18,742539.52
Remuera,2023-12-28,1658203.99
Epsom,2021-05-13,829919.16
Grey Lynn,2024-01-11,1005842.11
Grey Lynn,2023-05-13,1026461.53
Epsom,2021-04-04,847516.64
Remuera,2023-10-06,1760613.94
Remuera,2024-03-31,1892648.83
Remuera,2025-07-15,1602219.23
Albany,2025-01-10,762685.06
Manukau,2026-02-09,1094195.98
Mount Eden,2021-05-04,940392.34
Grey Lynn,2023-08-27,1047075.65
Manukau,2024-09-26,932151.42
Remuera,2022-12-17,1639915.58
Grey Lynn,2021-11-23,775431.37
Mount Eden,2022-04-25,1031052.88
Mount Eden,2023-09-11,1144799.66
Epsom,2025-09-06,1186311.47
Ponsonby,2025-12-21,1511864.44
Albany,2023-08-20,655239.42
Remuera,2022-12-27,1622463.29
Ponsonby,2023-07-14,1431563.17
Grey Lynn,2023-07-22,867467.65
Grey Lynn,2023-03-25,986213.66
Epsom,2024-10-04,1031711.87
Remuera,2023-11-19,1545747.86
Mount Eden,2025-05-10,973975.44
Epsom,2023-11-13,930993.27
Mount Eden,2024-06-03,1065480.1
Manukau,2021-10-03,904711.2
Epsom,2025-07-25,1113608.22
Ponsonby,2025-12-11,1396044.54
Remuera,2024-02-17,1723769.73
Grey Lynn,2026-01-10,971317.31
Ponsonby,2023-02-04,1420112.83
Mount Eden,2022-03-27,837184.87
Manukau,2024-12-01,1040948.2
Mount Eden,2025-02-15,1121614.02
Ponsonby,2024-02-06,1366283.14
Albany,2022-09-22,644974.84
Manukau,2022-11-23,935545.21
Mount Eden,2025-01-10,1090556.51
Remuera,2025-09-03,1652080.55
Mount Eden,2025-03-27,920790.48
Manukau,2024-08-23,976748.65
Mount Eden,2025-04-29,1002486.98
Manukau,2023-09-21,980659.23
Epsom,2026-01-03,1262217.55
Albany,2024-07-30,770871.29
Manukau,2025-12-13,1205960.75
Ponsonby,2021-10-25,1206960.2
Grey Lynn,2021-07-20,775981.72
Remuera,2023-07-28,1786979.11
Manukau,2024-09-30,1179639.61
Manukau,2025-01-11,1014669.68
Ponsonby,2021-05-05,1272223.49
Grey Lynn,2022-05-31,1058952.7
Ponsonby,2025-04-05,1486803.23
Ponsonby,2025-08-03,1476976.95
Epsom,2022-09-23,1132365.61
Ponsonby,2023-11-01,1459307.32
Albany,2025-10-04,765467.02
Ponsonby,2025-04-07,1361237.49
Remuera,2025-05-12,1798450.5
Manukau,2024-11-15,917867.8
Remuera,2022-08-13,1668560.45
Remuera,2025-02-02,1619888.51
Mount Eden,2022-08-15,996986.07
Epsom,2023-10-03,849330.56
Remuera,2024-07-24,1784378.57
Albany,2022-11-23,705970.92
Manukau,2025-10-17,1095184.2
Grey Lynn,2023-06-17,952620.49
Epsom,2025-10-08,1007562.23
Ponsonby,2023-09-13,1455917.89
Manukau,2024-10-13,1091855.55
Albany,2021-02-23,529973.75
Ponsonby,2023-10-11,1470523.09
Ponsonby,2022-04-01,1263105.97
Manukau,2021-10-16,1108484.18
Epsom,2023-02-05,942209.06
Grey Lynn,2023-10-27,1205080.69
Ponsonby,2021-11-01,1159705.81
Albany,2023-07-08,733535.81
Albany,2024-04-07,893325.6
Grey Lynn,2022-01-14,1065956.59
Grey Lynn,2023-10-05,1048641.65
Ponsonby,2023-07-27,1378999.64
Epsom,2021-06-16,1004353.01
Manukau,2024-03-30,980006.96
Remuera,2021-04-20,1673482.23
Remuera,2023-07-03,1702604.71
Albany,2025-06-23,1001953.22
Remuera,2021-05-08,1477427.81
Albany,2025-07-31,897964.49
Grey Lynn,2025-11-20,946294.36
Manukau,2024-08-01,1030255.26
Grey Lynn,2021-08-02,825731.74
Epsom,2024-06-07,1027689.94
Remuera,2022-10-24,1541055.05
Ponsonby,2025-02-12,1372657.13
Remuera,2023-01-12,1634656.96
Manukau,2025-11-11,903738.87
Remuera,2021-07-20,1362883.78
Mount Eden,2024-10-15,1028289.84
Mount Eden,2022-11-01,911947.93
Manukau,2024-04-01,1056353.88
Ponsonby,2023-01-22,1387385.17
Albany,2023-10-09,1003298.28
Albany,2022-05-18,789206.98
Epsom,2024-06-13,1034301.45
Mount Eden,2025-05-20,1131131.96
Manukau,2021-09-30,834300.44
Albany,2021-05-02,684461.54
Mount Eden,2024-09-19,965748.86
Epsom,2021-04-03,748587.85
Remuera,2022-05-07,1693532.02
Albany,2024-06-29,699713.32
Albany,2021-10-04,688613.52
Grey Lynn,2023-06-27,878314.47
Remuera,2022-01-19,1524563.37
Grey Lynn,2021-10-08,939302.14
Remuera,2023-06-24,1877329.12
Ponsonby,2023-06-16,1291073.02
Mount Eden,2022-06-30,832224.12
Manukau,2023-08-13,1102677.09
Albany,2022-11-21,839314.01
Mount Eden,2024-04-07,1197783.94
Manukau,2024-02-23,1103137.65
Epsom,2021-07-26,841768.45
Remuera,2023-10-22,1630354.23
Albany,2021-02-27,735668.11
Grey Lynn,2023-10-19,1045181.76
Ponsonby,2023-04-23,1292178.44
Epsom,2023-03-01,914474.42
Remuera,2025-08-06,1810801.88
Epsom,2023-11-01,988793.72
Albany,2021-09-24,737748.5
Epsom,2023-02-15,1094454.38
Remuera,2024-09-21,1691258.65
Manukau,2026-01-29,1219420.09
Mount Eden,2021-02-24,884689.23
Ponsonby,2024-11-15,1501246.04
Ponsonby,2022-10-21,1326140.63
Manukau,2023-05-02,936134.62
Grey Lynn,2025-06-27,1221209.51
Ponsonby,2025-10-26,1354994.57
Ponsonby,2025-06-02,1527875.38
Grey Lynn,2022-02-11,929725.98
Epsom,2024-02-01,939191.85
Mount Eden,2021-03-14,657890.02
Epsom,2021-03-16,1030746.79
Grey Lynn,2021-12-30,963382.78
Grey Lynn,2024-06-01,977324.56
Albany,2021-08-21,641097.55
Epsom,2024-01-27,1035629.22
Grey Lynn,2021-10-12,917381.36
Remuera,2023-04-11,1680273.02
Grey Lynn,2026-01-11,1198449.43
Manukau,2025-07-23,1242650.88
Manukau,2022-04-16,2750000.0
Manukau,2025-09-11,1101889.52
Mount Eden,2022-07-06,932685.57
Albany,2025-05-22,680765.22
Manukau,2021-03-03,775867.23
Albany,2021-07-02,616927.95
Mount Eden,2024-05-27,1094900.38
Ponsonby,2025-02-08,1436327.29
Ponsonby,2022-06-18,1175111.13
Albany,2021-09-17,675837.63
Mount Eden,2021-12-12,829757.39
Manukau,2024-05-04,1028725.53
Mount Eden,2022-10-27,1095757.43
Grey Lynn,2024-11-04,1079518.99
Manukau,2025-12-10,1102508.04
Ponsonby,2024-06-29,1342057.7
Mount Eden,2024-07-28,1103881.76
Epsom,2022-07-31,999090.75
Remuera,2024-07-20,1587533.76
Albany,2023-10-04,683404.68
Ponsonby,2021-09-08,1375329.76
